freq (Hz),output noise; A / sqrt(Hz) a 1 N 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 3  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 6  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 7  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 8  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 9  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 10  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 11  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 12  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 13  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 14  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 15  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 16  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 17  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 18  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 19  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 1 N 20  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 3  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 6  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 7  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 8  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 9  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 10  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 11  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 12  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 13  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 14  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 15  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 16  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 17  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 18  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 19  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 2 N 20  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 3  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 6  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 7  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 8  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 9  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 10  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 11  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 12  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 13  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 14  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 15  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 16  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 17  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 18  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 19  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 3 N 20  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 3  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 6  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 7  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 8  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 9  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 10  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 11  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 12  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 13  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 14  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 15  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 16  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 17  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 18  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 19  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 4 N 20  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 3  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 6  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 7  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 8  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 9  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 10  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 11  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 12  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 13  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 14  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 15  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 16  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 17  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 18  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 19  (A / sqrt(Hz)),output noise; A / sqrt(Hz) a 5 N 20  (A / sqrt(Hz))
2.81838E3,88.3571E-12,46.8857E-12,44.7086E-12,49.0624E-12,43.6912E-12,38.5552E-12,34.6613E-12,32.3240E-12,31.1338E-12,30.5234E-12,30.1605E-12,29.9065E-12,29.7064E-12,29.5368E-12,29.3869E-12,29.2510E-12,29.1260E-12,29.0099E-12,28.9014E-12,28.7994E-12,134.306E-12,84.0345E-12,84.2170E-12,90.1300E-12,79.5818E-12,69.3780E-12,61.4537E-12,56.6265E-12,54.1756E-12,52.9457E-12,52.2392E-12,51.7615E-12,51.3955E-12,51.0915E-12,50.8265E-12,50.5886E-12,50.3710E-12,50.1698E-12,49.9823E-12,49.8066E-12,170.950E-12,119.098E-12,125.483E-12,130.037E-12,114.409E-12,99.3442E-12,87.5281E-12,80.2869E-12,76.6145E-12,74.7858E-12,73.7483E-12,73.0563E-12,72.5320E-12,72.1003E-12,71.7260E-12,71.3912E-12,71.0860E-12,70.8042E-12,70.5418E-12,70.2961E-12,202.182E-12,152.282E-12,168.358E-12,168.907E-12,148.354E-12,128.652E-12,113.114E-12,103.566E-12,98.7294E-12,96.3305E-12,94.9779E-12,94.0817E-12,93.4068E-12,92.8533E-12,92.3749E-12,91.9477E-12,91.5587E-12,91.1997E-12,90.8657E-12,90.5529E-12,229.757E-12,183.847E-12,212.552E-12,206.779E-12,181.485E-12,157.366E-12,138.278E-12,126.534E-12,120.594E-12,117.655E-12,116.004E-12,114.914E-12,114.096E-12,113.426E-12,112.849E-12,112.333E-12,111.864E-12,111.431E-12,111.028E-12,110.651E-12
2.88403E3,87.3917E-12,46.5298E-12,44.5925E-12,49.0270E-12,43.6813E-12,38.5516E-12,34.6597E-12,32.3231E-12,31.1332E-12,30.5229E-12,30.1602E-12,29.9062E-12,29.7061E-12,29.5366E-12,29.3867E-12,29.2508E-12,29.1259E-12,29.0098E-12,28.9012E-12,28.7993E-12,132.833E-12,83.3304E-12,83.9235E-12,90.0345E-12,79.5536E-12,69.3676E-12,61.4488E-12,56.6237E-12,54.1737E-12,52.9443E-12,52.2380E-12,51.7606E-12,51.3947E-12,51.0908E-12,50.8259E-12,50.5880E-12,50.3705E-12,50.1694E-12,49.9819E-12,49.8062E-12,169.073E-12,118.056E-12,124.971E-12,129.863E-12,114.355E-12,99.3239E-12,87.5185E-12,80.2813E-12,76.6107E-12,74.7829E-12,73.7460E-12,73.0543E-12,72.5303E-12,72.0988E-12,71.7247E-12,71.3901E-12,71.0849E-12,70.8032E-12,70.5409E-12,70.2953E-12,199.961E-12,150.918E-12,167.599E-12,168.641E-12,148.269E-12,128.619E-12,113.098E-12,103.557E-12,98.7231E-12,96.3257E-12,94.9740E-12,94.0784E-12,93.4040E-12,92.8508E-12,92.3727E-12,91.9458E-12,91.5569E-12,91.1981E-12,90.8642E-12,90.5515E-12,227.233E-12,182.176E-12,211.524E-12,206.411E-12,181.363E-12,157.318E-12,138.255E-12,126.520E-12,120.585E-12,117.648E-12,115.998E-12,114.909E-12,114.091E-12,113.423E-12,112.845E-12,112.330E-12,111.861E-12,111.429E-12,111.026E-12,110.649E-12
2.95121E3,86.4378E-12,46.1794E-12,44.4787E-12,48.9923E-12,43.6716E-12,38.5481E-12,34.6581E-12,32.3222E-12,31.1326E-12,30.5225E-12,30.1598E-12,29.9059E-12,29.7059E-12,29.5363E-12,29.3865E-12,29.2506E-12,29.1257E-12,29.0096E-12,28.9011E-12,28.7992E-12,131.378E-12,82.6365E-12,83.6356E-12,89.9411E-12,79.5261E-12,69.3574E-12,61.4441E-12,56.6210E-12,54.1718E-12,52.9429E-12,52.2369E-12,51.7596E-12,51.3939E-12,51.0901E-12,50.8252E-12,50.5874E-12,50.3700E-12,50.1689E-12,49.9815E-12,49.8058E-12,167.218E-12,117.029E-12,124.469E-12,129.693E-12,114.303E-12,99.3040E-12,87.5091E-12,80.2759E-12,76.6070E-12,74.7801E-12,73.7437E-12,73.0524E-12,72.5287E-12,72.0973E-12,71.7234E-12,71.3889E-12,71.0839E-12,70.8022E-12,70.5400E-12,70.2945E-12,197.766E-12,149.573E-12,166.853E-12,168.381E-12,148.186E-12,128.587E-12,113.083E-12,103.548E-12,98.7169E-12,96.3210E-12,94.9701E-12,94.0752E-12,93.4012E-12,92.8484E-12,92.3705E-12,91.9438E-12,91.5551E-12,91.1965E-12,90.8627E-12,90.5501E-12,224.739E-12,180.529E-12,210.514E-12,206.051E-12,181.245E-12,157.271E-12,138.232E-12,126.507E-12,120.575E-12,117.641E-12,115.992E-12,114.904E-12,114.087E-12,113.419E-12,112.842E-12,112.327E-12,111.859E-12,111.426E-12,111.024E-12,110.647E-12
3.01995E3,85.4954E-12,45.8343E-12,44.3672E-12,48.9584E-12,43.6622E-12,38.5448E-12,34.6566E-12,32.3213E-12,31.1320E-12,30.5220E-12,30.1595E-12,29.9056E-12,29.7056E-12,29.5361E-12,29.3863E-12,29.2505E-12,29.1255E-12,29.0095E-12,28.9010E-12,28.7990E-12,129.939E-12,81.9528E-12,83.3533E-12,89.8497E-12,79.4991E-12,69.3474E-12,61.4395E-12,56.6183E-12,54.1700E-12,52.9415E-12,52.2358E-12,51.7587E-12,51.3931E-12,51.0894E-12,50.8246E-12,50.5869E-12,50.3695E-12,50.1684E-12,49.9810E-12,49.8054E-12,165.385E-12,116.016E-12,123.976E-12,129.526E-12,114.252E-12,99.2846E-12,87.4999E-12,80.2706E-12,76.6034E-12,74.7773E-12,73.7414E-12,73.0505E-12,72.5271E-12,72.0959E-12,71.7221E-12,71.3878E-12,71.0829E-12,70.8013E-12,70.5392E-12,70.2937E-12,195.598E-12,148.247E-12,166.122E-12,168.126E-12,148.105E-12,128.556E-12,113.068E-12,103.539E-12,98.7109E-12,96.3164E-12,94.9664E-12,94.0721E-12,93.3985E-12,92.8460E-12,92.3684E-12,91.9419E-12,91.5534E-12,91.1949E-12,90.8612E-12,90.5488E-12,222.276E-12,178.904E-12,209.522E-12,205.698E-12,181.129E-12,157.226E-12,138.210E-12,126.494E-12,120.566E-12,117.634E-12,115.987E-12,114.899E-12,114.083E-12,113.415E-12,112.839E-12,112.324E-12,111.856E-12,111.424E-12,111.022E-12,110.645E-12
3.09030E3,84.5642E-12,45.4946E-12,44.2580E-12,48.9253E-12,43.6529E-12,38.5414E-12,34.6551E-12,32.3205E-12,31.1315E-12,30.5216E-12,30.1591E-12,29.9054E-12,29.7054E-12,29.5359E-12,29.3861E-12,29.2503E-12,29.1254E-12,29.0093E-12,28.9008E-12,28.7989E-12,128.518E-12,81.2790E-12,83.0766E-12,89.7603E-12,79.4728E-12,69.3376E-12,61.4349E-12,56.6157E-12,54.1683E-12,52.9401E-12,52.2347E-12,51.7578E-12,51.3923E-12,51.0887E-12,50.8240E-12,50.5863E-12,50.3690E-12,50.1680E-12,49.9806E-12,49.8050E-12,163.574E-12,115.018E-12,123.493E-12,129.363E-12,114.202E-12,99.2656E-12,87.4910E-12,80.2654E-12,76.5998E-12,74.7746E-12,73.7392E-12,73.0487E-12,72.5255E-12,72.0945E-12,71.7209E-12,71.3867E-12,71.0819E-12,70.8004E-12,70.5383E-12,70.2929E-12,193.455E-12,146.939E-12,165.404E-12,167.877E-12,148.025E-12,128.525E-12,113.053E-12,103.530E-12,98.7050E-12,96.3118E-12,94.9627E-12,94.0690E-12,93.3958E-12,92.8437E-12,92.3663E-12,91.9401E-12,91.5517E-12,91.1934E-12,90.8598E-12,90.5475E-12,219.841E-12,177.302E-12,208.549E-12,205.352E-12,181.016E-12,157.181E-12,138.188E-12,126.481E-12,120.558E-12,117.627E-12,115.981E-12,114.895E-12,114.079E-12,113.412E-12,112.836E-12,112.322E-12,111.854E-12,111.422E-12,111.019E-12,110.643E-12
3.16228E3,83.6442E-12,45.1602E-12,44.1511E-12,48.8929E-12,43.6439E-12,38.5382E-12,34.6536E-12,32.3196E-12,31.1309E-12,30.5212E-12,30.1588E-12,29.9051E-12,29.7051E-12,29.5357E-12,29.3859E-12,29.2501E-12,29.1252E-12,29.0092E-12,28.9007E-12,28.7988E-12,127.115E-12,80.6152E-12,82.8052E-12,89.6729E-12,79.4470E-12,69.3281E-12,61.4305E-12,56.6132E-12,54.1665E-12,52.9388E-12,52.2337E-12,51.7569E-12,51.3915E-12,51.0881E-12,50.8234E-12,50.5858E-12,50.3685E-12,50.1676E-12,49.9802E-12,49.8047E-12,161.785E-12,114.035E-12,123.018E-12,129.204E-12,114.153E-12,99.2471E-12,87.4822E-12,80.2603E-12,76.5964E-12,74.7720E-12,73.7371E-12,73.0469E-12,72.5239E-12,72.0932E-12,71.7197E-12,71.3856E-12,71.0809E-12,70.7995E-12,70.5375E-12,70.2921E-12,191.338E-12,145.650E-12,164.699E-12,167.633E-12,147.948E-12,128.495E-12,113.039E-12,103.522E-12,98.6992E-12,96.3074E-12,94.9591E-12,94.0660E-12,93.3932E-12,92.8414E-12,92.3643E-12,91.9383E-12,91.5501E-12,91.1919E-12,90.8585E-12,90.5462E-12,217.436E-12,175.722E-12,207.594E-12,205.014E-12,180.905E-12,157.137E-12,138.167E-12,126.469E-12,120.549E-12,117.621E-12,115.976E-12,114.890E-12,114.075E-12,113.408E-12,112.833E-12,112.319E-12,111.851E-12,111.419E-12,111.017E-12,110.641E-12
3.23594E3,82.7353E-12,44.8309E-12,44.0463E-12,48.8612E-12,43.6351E-12,38.5350E-12,34.6522E-12,32.3188E-12,31.1304E-12,30.5208E-12,30.1584E-12,29.9048E-12,29.7049E-12,29.5355E-12,29.3857E-12,29.2500E-12,29.1251E-12,29.0091E-12,28.9006E-12,28.7987E-12,125.727E-12,79.9611E-12,82.5391E-12,89.5873E-12,79.4219E-12,69.3188E-12,61.4262E-12,56.6107E-12,54.1649E-12,52.9376E-12,52.2326E-12,51.7560E-12,51.3908E-12,51.0874E-12,50.8228E-12,50.5853E-12,50.3680E-12,50.1671E-12,49.9798E-12,49.8043E-12,160.017E-12,113.065E-12,122.553E-12,129.048E-12,114.105E-12,99.2289E-12,87.4737E-12,80.2554E-12,76.5930E-12,74.7694E-12,73.7350E-12,73.0451E-12,72.5224E-12,72.0919E-12,71.7185E-12,71.3845E-12,71.0799E-12,70.7986E-12,70.5367E-12,70.2914E-12,189.247E-12,144.380E-12,164.007E-12,167.394E-12,147.872E-12,128.466E-12,113.025E-12,103.514E-12,98.6936E-12,96.3031E-12,94.9556E-12,94.0630E-12,93.3907E-12,92.8392E-12,92.3623E-12,91.9365E-12,91.5485E-12,91.1904E-12,90.8571E-12,90.5450E-12,215.059E-12,174.164E-12,206.655E-12,204.683E-12,180.796E-12,157.095E-12,138.147E-12,126.456E-12,120.541E-12,117.614E-12,115.970E-12,114.886E-12,114.072E-12,113.405E-12,112.830E-12,112.316E-12,111.849E-12,111.417E-12,111.015E-12,110.639E-12
3.31131E3,81.8373E-12,44.5068E-12,43.9437E-12,48.8302E-12,43.6265E-12,38.5320E-12,34.6508E-12,32.3180E-12,31.1298E-12,30.5204E-12,30.1581E-12,29.9045E-12,29.7047E-12,29.5353E-12,29.3855E-12,29.2498E-12,29.1249E-12,29.0089E-12,28.9005E-12,28.7986E-12,124.357E-12,79.3167E-12,82.2783E-12,89.5036E-12,79.3973E-12,69.3097E-12,61.4219E-12,56.6083E-12,54.1632E-12,52.9363E-12,52.2316E-12,51.7552E-12,51.3901E-12,51.0868E-12,50.8223E-12,50.5848E-12,50.3676E-12,50.1667E-12,49.9795E-12,49.8039E-12,158.270E-12,112.109E-12,122.097E-12,128.895E-12,114.058E-12,99.2112E-12,87.4653E-12,80.2506E-12,76.5897E-12,74.7668E-12,73.7330E-12,73.0434E-12,72.5209E-12,72.0906E-12,71.7174E-12,71.3835E-12,71.0790E-12,70.7978E-12,70.5359E-12,70.2907E-12,187.180E-12,143.127E-12,163.329E-12,167.160E-12,147.798E-12,128.437E-12,113.011E-12,103.506E-12,98.6881E-12,96.2989E-12,94.9522E-12,94.0601E-12,93.3882E-12,92.8370E-12,92.3604E-12,91.9347E-12,91.5469E-12,91.1890E-12,90.8558E-12,90.5437E-12,212.711E-12,172.628E-12,205.734E-12,204.359E-12,180.690E-12,157.053E-12,138.126E-12,126.445E-12,120.532E-12,117.608E-12,115.965E-12,114.881E-12,114.068E-12,113.402E-12,112.827E-12,112.314E-12,111.846E-12,111.415E-12,111.013E-12,110.637E-12
3.38844E3,80.9502E-12,44.1878E-12,43.8431E-12,48.7999E-12,43.6180E-12,38.5289E-12,34.6494E-12,32.3173E-12,31.1293E-12,30.5200E-12,30.1578E-12,29.9043E-12,29.7044E-12,29.5351E-12,29.3854E-12,29.2497E-12,29.1248E-12,29.0088E-12,28.9004E-12,28.7985E-12,123.003E-12,78.6819E-12,82.0226E-12,89.4218E-12,79.3732E-12,69.3007E-12,61.4178E-12,56.6059E-12,54.1616E-12,52.9351E-12,52.2306E-12,51.7544E-12,51.3894E-12,51.0862E-12,50.8217E-12,50.5843E-12,50.3671E-12,50.1663E-12,49.9791E-12,49.8036E-12,156.544E-12,111.167E-12,121.649E-12,128.746E-12,114.013E-12,99.1939E-12,87.4571E-12,80.2458E-12,76.5864E-12,74.7644E-12,73.7310E-12,73.0417E-12,72.5195E-12,72.0893E-12,71.7162E-12,71.3825E-12,71.0781E-12,70.7970E-12,70.5352E-12,70.2900E-12,185.138E-12,141.892E-12,162.662E-12,166.932E-12,147.726E-12,128.409E-12,112.998E-12,103.498E-12,98.6827E-12,96.2948E-12,94.9489E-12,94.0573E-12,93.3858E-12,92.8349E-12,92.3585E-12,91.9331E-12,91.5454E-12,91.1876E-12,90.8545E-12,90.5426E-12,210.391E-12,171.114E-12,204.830E-12,204.042E-12,180.587E-12,157.012E-12,138.107E-12,126.433E-12,120.524E-12,117.602E-12,115.960E-12,114.877E-12,114.064E-12,113.399E-12,112.824E-12,112.311E-12,111.844E-12,111.413E-12,111.011E-12,110.635E-12
3.46737E3,80.0737E-12,43.8737E-12,43.7447E-12,48.7702E-12,43.6098E-12,38.5260E-12,34.6481E-12,32.3165E-12,31.1288E-12,30.5196E-12,30.1575E-12,29.9040E-12,29.7042E-12,29.5349E-12,29.3852E-12,29.2495E-12,29.1247E-12,29.0087E-12,28.9002E-12,28.7984E-12,121.665E-12,78.0565E-12,81.7720E-12,89.3417E-12,79.3497E-12,69.2920E-12,61.4138E-12,56.6036E-12,54.1600E-12,52.9339E-12,52.2297E-12,51.7536E-12,51.3887E-12,51.0856E-12,50.8212E-12,50.5838E-12,50.3667E-12,50.1659E-12,49.9787E-12,49.8033E-12,154.839E-12,110.239E-12,121.210E-12,128.600E-12,113.968E-12,99.1769E-12,87.4492E-12,80.2412E-12,76.5833E-12,74.7620E-12,73.7290E-12,73.0401E-12,72.5181E-12,72.0881E-12,71.7151E-12,71.3815E-12,71.0772E-12,70.7961E-12,70.5344E-12,70.2893E-12,183.121E-12,140.675E-12,162.009E-12,166.708E-12,147.655E-12,128.382E-12,112.985E-12,103.490E-12,98.6774E-12,96.2907E-12,94.9456E-12,94.0546E-12,93.3834E-12,92.8328E-12,92.3567E-12,91.9314E-12,91.5439E-12,91.1862E-12,90.8533E-12,90.5414E-12,208.099E-12,169.621E-12,203.943E-12,203.732E-12,180.486E-12,156.972E-12,138.087E-12,126.422E-12,120.517E-12,117.596E-12,115.955E-12,114.873E-12,114.061E-12,113.396E-12,112.821E-12,112.309E-12,111.842E-12,111.411E-12,111.010E-12,110.634E-12
3.54813E3,79.2079E-12,43.5647E-12,43.6482E-12,48.7413E-12,43.6017E-12,38.5231E-12,34.6468E-12,32.3158E-12,31.1283E-12,30.5192E-12,30.1572E-12,29.9038E-12,29.7040E-12,29.5347E-12,29.3850E-12,29.2494E-12,29.1245E-12,29.0086E-12,28.9001E-12,28.7983E-12,120.343E-12,77.4406E-12,81.5263E-12,89.2634E-12,79.3267E-12,69.2835E-12,61.4098E-12,56.6013E-12,54.1585E-12,52.9327E-12,52.2287E-12,51.7528E-12,51.3880E-12,51.0850E-12,50.8207E-12,50.5833E-12,50.3663E-12,50.1655E-12,49.9784E-12,49.8029E-12,153.155E-12,109.325E-12,120.779E-12,128.457E-12,113.924E-12,99.1604E-12,87.4414E-12,80.2367E-12,76.5802E-12,74.7596E-12,73.7271E-12,73.0385E-12,72.5167E-12,72.0869E-12,71.7141E-12,71.3805E-12,71.0763E-12,70.7953E-12,70.5337E-12,70.2886E-12,181.128E-12,139.475E-12,161.368E-12,166.489E-12,147.585E-12,128.355E-12,112.972E-12,103.483E-12,98.6723E-12,96.2868E-12,94.9424E-12,94.0519E-12,93.3811E-12,92.8308E-12,92.3549E-12,91.9298E-12,91.5424E-12,91.1849E-12,90.8520E-12,90.5403E-12,205.835E-12,168.150E-12,203.072E-12,203.428E-12,180.386E-12,156.933E-12,138.069E-12,126.411E-12,120.509E-12,117.590E-12,115.951E-12,114.869E-12,114.057E-12,113.393E-12,112.819E-12,112.306E-12,111.840E-12,111.409E-12,111.008E-12,110.632E-12
3.63078E3,78.3525E-12,43.2606E-12,43.5538E-12,48.7129E-12,43.5939E-12,38.5203E-12,34.6455E-12,32.3151E-12,31.1278E-12,30.5189E-12,30.1569E-12,29.9035E-12,29.7038E-12,29.5345E-12,29.3849E-12,29.2492E-12,29.1244E-12,29.0085E-12,28.9000E-12,28.7982E-12,119.038E-12,76.8338E-12,81.2855E-12,89.1868E-12,79.3042E-12,69.2752E-12,61.4059E-12,56.5991E-12,54.1570E-12,52.9316E-12,52.2278E-12,51.7520E-12,51.3873E-12,51.0844E-12,50.8202E-12,50.5829E-12,50.3659E-12,50.1651E-12,49.9780E-12,49.8026E-12,151.490E-12,108.423E-12,120.357E-12,128.317E-12,113.882E-12,99.1442E-12,87.4337E-12,80.2323E-12,76.5771E-12,74.7573E-12,73.7252E-12,73.0369E-12,72.5154E-12,72.0857E-12,71.7130E-12,71.3796E-12,71.0755E-12,70.7946E-12,70.5330E-12,70.2879E-12,179.159E-12,138.292E-12,160.739E-12,166.275E-12,147.518E-12,128.329E-12,112.960E-12,103.476E-12,98.6672E-12,96.2830E-12,94.9393E-12,94.0493E-12,93.3788E-12,92.8288E-12,92.3531E-12,91.9282E-12,91.5410E-12,91.1836E-12,90.8508E-12,90.5392E-12,203.597E-12,166.699E-12,202.218E-12,203.131E-12,180.290E-12,156.895E-12,138.050E-12,126.400E-12,120.501E-12,117.584E-12,115.946E-12,114.865E-12,114.054E-12,113.390E-12,112.816E-12,112.304E-12,111.837E-12,111.407E-12,111.006E-12,110.630E-12
3.71535E3,77.5074E-12,42.9612E-12,43.4613E-12,48.6852E-12,43.5862E-12,38.5175E-12,34.6442E-12,32.3144E-12,31.1274E-12,30.5185E-12,30.1566E-12,29.9033E-12,29.7036E-12,29.5344E-12,29.3847E-12,29.2491E-12,29.1243E-12,29.0083E-12,28.8999E-12,28.7981E-12,117.747E-12,76.2362E-12,81.0494E-12,89.1119E-12,79.2823E-12,69.2671E-12,61.4022E-12,56.5970E-12,54.1555E-12,52.9305E-12,52.2269E-12,51.7512E-12,51.3867E-12,51.0838E-12,50.8197E-12,50.5824E-12,50.3655E-12,50.1648E-12,49.9777E-12,49.8023E-12,149.846E-12,107.535E-12,119.943E-12,128.181E-12,113.840E-12,99.1284E-12,87.4263E-12,80.2280E-12,76.5742E-12,74.7550E-12,73.7234E-12,73.0354E-12,72.5140E-12,72.0845E-12,71.7120E-12,71.3787E-12,71.0746E-12,70.7938E-12,70.5323E-12,70.2873E-12,177.213E-12,137.127E-12,160.122E-12,166.065E-12,147.451E-12,128.303E-12,112.947E-12,103.468E-12,98.6623E-12,96.2792E-12,94.9362E-12,94.0467E-12,93.3766E-12,92.8269E-12,92.3514E-12,91.9267E-12,91.5396E-12,91.1823E-12,90.8497E-12,90.5381E-12,201.387E-12,165.269E-12,201.379E-12,202.840E-12,180.195E-12,156.858E-12,138.032E-12,126.389E-12,120.494E-12,117.578E-12,115.941E-12,114.861E-12,114.050E-12,113.387E-12,112.813E-12,112.302E-12,111.835E-12,111.405E-12,111.004E-12,110.629E-12
