freq (Hz),output noise; A / sqrt(Hz) b 8 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 8 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 8 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 8 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 8 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 12 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 12 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 12 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 12 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 12 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 16 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 16 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 16 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 16 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 16 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 20 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 20 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 20 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 20 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 20 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 24 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 24 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 24 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 24 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 24 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 28 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 28 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 28 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 28 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 28 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 32 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 32 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 32 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 32 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 32 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 36 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 36 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 36 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 36 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 36 M 4  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 40 M 0.25  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 40 M 0.5  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 40 M 1  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 40 M 2  (A / sqrt(Hz)),output noise; A / sqrt(Hz) b 40 M 4  (A / sqrt(Hz))
1.44544E3,29.4762E-12,34.9174E-12,44.0943E-12,58.1180E-12,78.3165E-12,28.3512E-12,33.1389E-12,41.3194E-12,54.0124E-12,72.5742E-12,27.9793E-12,32.6855E-12,40.7396E-12,53.2440E-12,71.5934E-12,27.7206E-12,32.3942E-12,40.4059E-12,52.8548E-12,71.1200E-12,27.5196E-12,32.1707E-12,40.1560E-12,52.5683E-12,70.7802E-12,27.3578E-12,31.9907E-12,39.9562E-12,52.3421E-12,70.5110E-12,27.2247E-12,31.8424E-12,39.7920E-12,52.1434E-12,70.2894E-12,27.1133E-12,31.7180E-12,39.6541E-12,51.9853E-12,70.1031E-12,27.0188E-12,31.6121E-12,39.5369E-12,51.8505E-12,69.9441E-12
1.47911E3,29.4129E-12,34.8792E-12,44.0709E-12,58.1011E-12,78.2994E-12,28.2933E-12,33.1052E-12,41.2994E-12,53.9991E-12,72.5628E-12,27.9213E-12,32.6519E-12,40.7199E-12,53.2312E-12,71.5832E-12,27.6622E-12,32.3604E-12,40.3862E-12,52.8422E-12,71.1103E-12,27.4609E-12,32.1367E-12,40.1363E-12,52.5558E-12,70.7708E-12,27.2987E-12,31.9566E-12,39.9364E-12,52.3296E-12,70.5017E-12,27.1653E-12,31.8081E-12,39.7721E-12,52.1309E-12,70.2802E-12,27.0537E-12,31.6836E-12,39.6342E-12,51.9728E-12,70.0940E-12,26.9590E-12,31.5776E-12,39.5169E-12,51.8381E-12,69.9351E-12
1.51356E3,29.3510E-12,34.8418E-12,44.0480E-12,58.0846E-12,78.2826E-12,28.2366E-12,33.0721E-12,41.2799E-12,53.9861E-12,72.5516E-12,27.8646E-12,32.6190E-12,40.7007E-12,53.2188E-12,71.5732E-12,27.6051E-12,32.3274E-12,40.3669E-12,52.8299E-12,71.1008E-12,27.4033E-12,32.1034E-12,40.1170E-12,52.5435E-12,70.7616E-12,27.2409E-12,31.9232E-12,39.9171E-12,52.3174E-12,70.4927E-12,27.1072E-12,31.7745E-12,39.7527E-12,52.1187E-12,70.2713E-12,26.9953E-12,31.6499E-12,39.6147E-12,51.9606E-12,70.0851E-12,26.9004E-12,31.5438E-12,39.4974E-12,51.8258E-12,69.9263E-12
1.54882E3,29.2903E-12,34.8052E-12,44.0256E-12,58.0685E-12,78.2662E-12,28.1811E-12,33.0398E-12,41.2608E-12,53.9734E-12,72.5407E-12,27.8090E-12,32.5868E-12,40.6819E-12,53.2066E-12,71.5635E-12,27.5491E-12,32.2950E-12,40.3481E-12,52.8178E-12,71.0915E-12,27.3470E-12,32.0709E-12,40.0981E-12,52.5315E-12,70.7525E-12,27.1842E-12,31.8905E-12,39.8981E-12,52.3054E-12,70.4838E-12,27.0503E-12,31.7417E-12,39.7337E-12,52.1068E-12,70.2625E-12,26.9382E-12,31.6169E-12,39.5956E-12,51.9487E-12,70.0764E-12,26.8431E-12,31.5107E-12,39.4783E-12,51.8139E-12,69.9176E-12
1.58489E3,29.2309E-12,34.7694E-12,44.0037E-12,58.0528E-12,78.2502E-12,28.1268E-12,33.0082E-12,41.2421E-12,53.9609E-12,72.5301E-12,27.7546E-12,32.5553E-12,40.6635E-12,53.1947E-12,71.5539E-12,27.4943E-12,32.2634E-12,40.3297E-12,52.8061E-12,71.0825E-12,27.2918E-12,32.0391E-12,40.0797E-12,52.5198E-12,70.7437E-12,27.1287E-12,31.8585E-12,39.8796E-12,52.2937E-12,70.4751E-12,26.9945E-12,31.7096E-12,39.7152E-12,52.0951E-12,70.2540E-12,26.8822E-12,31.5847E-12,39.5770E-12,51.9370E-12,70.0679E-12,26.7869E-12,31.4784E-12,39.4596E-12,51.8022E-12,69.9092E-12
1.62181E3,29.1727E-12,34.7343E-12,43.9823E-12,58.0374E-12,78.2345E-12,28.0736E-12,32.9773E-12,41.2239E-12,53.9488E-12,72.5196E-12,27.7013E-12,32.5246E-12,40.6455E-12,53.1830E-12,71.5446E-12,27.4406E-12,32.2324E-12,40.3117E-12,52.7946E-12,71.0736E-12,27.2378E-12,32.0080E-12,40.0616E-12,52.5084E-12,70.7351E-12,27.0744E-12,31.8272E-12,39.8615E-12,52.2823E-12,70.4667E-12,26.9399E-12,31.6781E-12,39.6970E-12,52.0837E-12,70.2456E-12,26.8273E-12,31.5532E-12,39.5588E-12,51.9256E-12,70.0596E-12,26.7318E-12,31.4467E-12,39.4414E-12,51.7908E-12,69.9009E-12
1.65959E3,29.1157E-12,34.7001E-12,43.9614E-12,58.0224E-12,78.2192E-12,28.0215E-12,32.9471E-12,41.2060E-12,53.9369E-12,72.5094E-12,27.6491E-12,32.4944E-12,40.6279E-12,53.1716E-12,71.5355E-12,27.3881E-12,32.2022E-12,40.2941E-12,52.7833E-12,71.0649E-12,27.1849E-12,31.9775E-12,40.0440E-12,52.4972E-12,70.7267E-12,27.0212E-12,31.7966E-12,39.8438E-12,52.2712E-12,70.4584E-12,26.8864E-12,31.6474E-12,39.6793E-12,52.0726E-12,70.2374E-12,26.7737E-12,31.5223E-12,39.5410E-12,51.9145E-12,70.0515E-12,26.6780E-12,31.4158E-12,39.4236E-12,51.7797E-12,69.8928E-12
1.69824E3,29.0600E-12,34.6666E-12,43.9410E-12,58.0077E-12,78.2042E-12,27.9706E-12,32.9175E-12,41.1886E-12,53.9253E-12,72.4995E-12,27.5980E-12,32.4650E-12,40.6107E-12,53.1605E-12,71.5266E-12,27.3366E-12,32.1726E-12,40.2769E-12,52.7723E-12,71.0565E-12,27.1331E-12,31.9478E-12,40.0267E-12,52.4863E-12,70.7185E-12,26.9691E-12,31.7667E-12,39.8265E-12,52.2602E-12,70.4503E-12,26.8341E-12,31.6174E-12,39.6619E-12,52.0617E-12,70.2294E-12,26.7211E-12,31.4921E-12,39.5236E-12,51.9036E-12,70.0436E-12,26.6252E-12,31.3855E-12,39.4061E-12,51.7688E-12,69.8849E-12
1.73780E3,29.0054E-12,34.6338E-12,43.9210E-12,57.9933E-12,78.1896E-12,27.9206E-12,32.8886E-12,41.1716E-12,53.9139E-12,72.4897E-12,27.5480E-12,32.4362E-12,40.5939E-12,53.1496E-12,71.5179E-12,27.2862E-12,32.1436E-12,40.2601E-12,52.7616E-12,71.0482E-12,27.0824E-12,31.9186E-12,40.0099E-12,52.4756E-12,70.7104E-12,26.9181E-12,31.7374E-12,39.8096E-12,52.2496E-12,70.4424E-12,26.7828E-12,31.5880E-12,39.6449E-12,52.0511E-12,70.2216E-12,26.6696E-12,31.4626E-12,39.5066E-12,51.8929E-12,70.0358E-12,26.5735E-12,31.3559E-12,39.3891E-12,51.7581E-12,69.8772E-12
1.77828E3,28.9519E-12,34.6017E-12,43.9015E-12,57.9792E-12,78.1753E-12,27.8718E-12,32.8603E-12,41.1549E-12,53.9028E-12,72.4802E-12,27.4990E-12,32.4080E-12,40.5775E-12,53.1390E-12,71.5094E-12,27.2369E-12,32.1153E-12,40.2437E-12,52.7511E-12,71.0401E-12,27.0327E-12,31.8901E-12,39.9934E-12,52.4652E-12,70.7026E-12,26.8681E-12,31.7088E-12,39.7931E-12,52.2392E-12,70.4347E-12,26.7326E-12,31.5592E-12,39.6283E-12,52.0407E-12,70.2140E-12,26.6192E-12,31.4337E-12,39.4900E-12,51.8825E-12,70.0282E-12,26.5230E-12,31.3269E-12,39.3724E-12,51.7477E-12,69.8697E-12
1.81970E3,28.8996E-12,34.5703E-12,43.8824E-12,57.9655E-12,78.1613E-12,27.8239E-12,32.8326E-12,41.1386E-12,53.8920E-12,72.4709E-12,27.4511E-12,32.3804E-12,40.5614E-12,53.1286E-12,71.5011E-12,27.1886E-12,32.0876E-12,40.2276E-12,52.7408E-12,71.0322E-12,26.9841E-12,31.8623E-12,39.9773E-12,52.4550E-12,70.6949E-12,26.8192E-12,31.6808E-12,39.7769E-12,52.2290E-12,70.4271E-12,26.6835E-12,31.5311E-12,39.6121E-12,52.0305E-12,70.2065E-12,26.5699E-12,31.4055E-12,39.4737E-12,51.8724E-12,70.0208E-12,26.4734E-12,31.2986E-12,39.3561E-12,51.7376E-12,69.8623E-12
1.86209E3,28.8483E-12,34.5397E-12,43.8637E-12,57.9521E-12,78.1477E-12,27.7771E-12,32.8055E-12,41.1227E-12,53.8814E-12,72.4618E-12,27.4041E-12,32.3534E-12,40.5457E-12,53.1185E-12,71.4930E-12,27.1414E-12,32.0605E-12,40.2119E-12,52.7308E-12,71.0245E-12,26.9365E-12,31.8350E-12,39.9615E-12,52.4450E-12,70.6874E-12,26.7714E-12,31.6534E-12,39.7611E-12,52.2190E-12,70.4198E-12,26.6354E-12,31.5035E-12,39.5963E-12,52.0205E-12,70.1992E-12,26.5215E-12,31.3779E-12,39.4578E-12,51.8624E-12,70.0136E-12,26.4249E-12,31.2709E-12,39.3401E-12,51.7276E-12,69.8551E-12
1.90546E3,28.7981E-12,34.5097E-12,43.8454E-12,57.9390E-12,78.1343E-12,27.7313E-12,32.7791E-12,41.1071E-12,53.8710E-12,72.4530E-12,27.3582E-12,32.3271E-12,40.5303E-12,53.1085E-12,71.4850E-12,27.0951E-12,32.0340E-12,40.1965E-12,52.7210E-12,71.0170E-12,26.8899E-12,31.8084E-12,39.9461E-12,52.4352E-12,70.6801E-12,26.7245E-12,31.6266E-12,39.7457E-12,52.2093E-12,70.4126E-12,26.5883E-12,31.4766E-12,39.5808E-12,52.0108E-12,70.1921E-12,26.4743E-12,31.3509E-12,39.4423E-12,51.8527E-12,70.0065E-12,26.3775E-12,31.2438E-12,39.3246E-12,51.7179E-12,69.8481E-12
1.94984E3,28.7490E-12,34.4803E-12,43.8276E-12,57.9261E-12,78.1213E-12,27.6864E-12,32.7532E-12,41.0918E-12,53.8609E-12,72.4443E-12,27.3132E-12,32.3013E-12,40.5153E-12,53.0988E-12,71.4773E-12,27.0498E-12,32.0080E-12,40.1815E-12,52.7114E-12,71.0096E-12,26.8443E-12,31.7823E-12,39.9311E-12,52.4257E-12,70.6729E-12,26.6786E-12,31.6004E-12,39.7306E-12,52.1998E-12,70.4055E-12,26.5422E-12,31.4503E-12,39.5656E-12,52.0013E-12,70.1851E-12,26.4279E-12,31.3245E-12,39.4271E-12,51.8432E-12,69.9996E-12,26.3310E-12,31.2173E-12,39.3093E-12,51.7084E-12,69.8412E-12
1.99526E3,28.7010E-12,34.4516E-12,43.8101E-12,57.9136E-12,78.1085E-12,27.6425E-12,32.7279E-12,41.0770E-12,53.8510E-12,72.4358E-12,27.2692E-12,32.2761E-12,40.5006E-12,53.0894E-12,71.4697E-12,27.0055E-12,31.9827E-12,40.1668E-12,52.7021E-12,71.0024E-12,26.7997E-12,31.7568E-12,39.9163E-12,52.4164E-12,70.6659E-12,26.6337E-12,31.5748E-12,39.7158E-12,52.1905E-12,70.3986E-12,26.4970E-12,31.4246E-12,39.5508E-12,51.9920E-12,70.1783E-12,26.3826E-12,31.2986E-12,39.4122E-12,51.8339E-12,69.9929E-12,26.2855E-12,31.1913E-12,39.2944E-12,51.6991E-12,69.8345E-12
2.04174E3,28.6539E-12,34.4235E-12,43.7931E-12,57.9013E-12,78.0960E-12,27.5995E-12,32.7031E-12,41.0624E-12,53.8413E-12,72.4275E-12,27.2262E-12,32.2514E-12,40.4863E-12,53.0801E-12,71.4623E-12,26.9621E-12,31.9579E-12,40.1525E-12,52.6929E-12,70.9954E-12,26.7560E-12,31.7319E-12,39.9020E-12,52.4073E-12,70.6590E-12,26.5898E-12,31.5497E-12,39.7014E-12,52.1814E-12,70.3919E-12,26.4529E-12,31.3994E-12,39.5363E-12,51.9830E-12,70.1716E-12,26.3383E-12,31.2733E-12,39.3977E-12,51.8249E-12,69.9863E-12,26.2410E-12,31.1660E-12,39.2799E-12,51.6900E-12,69.8280E-12
2.08930E3,28.6079E-12,34.3961E-12,43.7764E-12,57.8894E-12,78.0838E-12,27.5574E-12,32.6789E-12,41.0482E-12,53.8319E-12,72.4194E-12,27.1840E-12,32.2273E-12,40.4723E-12,53.0710E-12,71.4551E-12,26.9196E-12,31.9337E-12,40.1385E-12,52.6840E-12,70.9885E-12,26.7132E-12,31.7075E-12,39.8879E-12,52.3984E-12,70.6524E-12,26.5467E-12,31.5252E-12,39.6872E-12,52.1725E-12,70.3853E-12,26.4096E-12,31.3748E-12,39.5222E-12,51.9741E-12,70.1651E-12,26.2948E-12,31.2486E-12,39.3835E-12,51.8160E-12,69.9798E-12,26.1974E-12,31.1412E-12,39.2656E-12,51.6812E-12,69.8215E-12
2.13796E3,28.5628E-12,34.3692E-12,43.7601E-12,57.8777E-12,78.0719E-12,27.5162E-12,32.6552E-12,41.0343E-12,53.8226E-12,72.4115E-12,27.1427E-12,32.2037E-12,40.4586E-12,53.0622E-12,71.4480E-12,26.8780E-12,31.9099E-12,40.1247E-12,52.6752E-12,70.9818E-12,26.6713E-12,31.6836E-12,39.8741E-12,52.3897E-12,70.6458E-12,26.5046E-12,31.5012E-12,39.6734E-12,52.1638E-12,70.3789E-12,26.3673E-12,31.3507E-12,39.5083E-12,51.9654E-12,70.1588E-12,26.2523E-12,31.2244E-12,39.3696E-12,51.8073E-12,69.9735E-12,26.1547E-12,31.1169E-12,39.2517E-12,51.6725E-12,69.8153E-12
2.18776E3,28.5187E-12,34.3430E-12,43.7441E-12,57.8662E-12,78.0603E-12,27.4759E-12,32.6320E-12,41.0207E-12,53.8136E-12,72.4037E-12,27.1023E-12,32.1806E-12,40.4452E-12,53.0535E-12,71.4411E-12,26.8374E-12,31.8867E-12,40.1113E-12,52.6667E-12,70.9752E-12,26.6304E-12,31.6603E-12,39.8607E-12,52.3812E-12,70.6394E-12,26.4634E-12,31.4778E-12,39.6600E-12,52.1553E-12,70.3726E-12,26.3259E-12,31.3271E-12,39.4948E-12,51.9570E-12,70.1526E-12,26.2107E-12,31.2008E-12,39.3561E-12,51.7988E-12,69.9673E-12,26.1129E-12,31.0932E-12,39.2381E-12,51.6640E-12,69.8091E-12
2.23872E3,28.4755E-12,34.3173E-12,43.7286E-12,57.8550E-12,78.0489E-12,27.4365E-12,32.6094E-12,41.0074E-12,53.8047E-12,72.3962E-12,27.0628E-12,32.1580E-12,40.4321E-12,53.0451E-12,71.4343E-12,26.7975E-12,31.8641E-12,40.0982E-12,52.6584E-12,70.9688E-12,26.5903E-12,31.6375E-12,39.8476E-12,52.3729E-12,70.6332E-12,26.4230E-12,31.4549E-12,39.6468E-12,52.1470E-12,70.3665E-12,26.2853E-12,31.3041E-12,39.4816E-12,51.9487E-12,70.1465E-12,26.1700E-12,31.1777E-12,39.3428E-12,51.7906E-12,69.9613E-12,26.0721E-12,31.0700E-12,39.2248E-12,51.6557E-12,69.8031E-12
2.29087E3,28.4332E-12,34.2922E-12,43.7133E-12,57.8441E-12,78.0378E-12,27.3979E-12,32.5872E-12,40.9944E-12,53.7961E-12,72.3888E-12,27.0241E-12,32.1360E-12,40.4193E-12,53.0368E-12,71.4277E-12,26.7586E-12,31.8419E-12,40.0854E-12,52.6502E-12,70.9625E-12,26.5510E-12,31.6152E-12,39.8347E-12,52.3648E-12,70.6271E-12,26.3836E-12,31.4324E-12,39.6339E-12,52.1389E-12,70.3605E-12,26.2456E-12,31.2816E-12,39.4687E-12,51.9406E-12,70.1406E-12,26.1301E-12,31.1551E-12,39.3298E-12,51.7825E-12,69.9554E-12,26.0321E-12,31.0473E-12,39.2118E-12,51.6476E-12,69.7973E-12
2.34423E3,28.3918E-12,34.2676E-12,43.6984E-12,57.8334E-12,78.0269E-12,27.3601E-12,32.5656E-12,40.9817E-12,53.7877E-12,72.3816E-12,26.9863E-12,32.1144E-12,40.4067E-12,53.0287E-12,71.4212E-12,26.7204E-12,31.8202E-12,40.0729E-12,52.6422E-12,70.9563E-12,26.5126E-12,31.5934E-12,39.8221E-12,52.3568E-12,70.6211E-12,26.3449E-12,31.4105E-12,39.6213E-12,52.1310E-12,70.3546E-12,26.2068E-12,31.2596E-12,39.4560E-12,51.9327E-12,70.1348E-12,26.0911E-12,31.1329E-12,39.3172E-12,51.7746E-12,69.9497E-12,25.9929E-12,31.0251E-12,39.1991E-12,51.6397E-12,69.7916E-12
2.39883E3,28.3514E-12,34.2436E-12,43.6839E-12,57.8230E-12,78.0163E-12,27.3232E-12,32.5444E-12,40.9693E-12,53.7794E-12,72.3745E-12,26.9492E-12,32.0933E-12,40.3945E-12,53.0208E-12,71.4149E-12,26.6831E-12,31.7990E-12,40.0607E-12,52.6344E-12,70.9503E-12,26.4750E-12,31.5720E-12,39.8099E-12,52.3491E-12,70.6153E-12,26.3071E-12,31.3891E-12,39.6090E-12,52.1232E-12,70.3489E-12,26.1687E-12,31.2380E-12,39.4437E-12,51.9250E-12,70.1291E-12,26.0529E-12,31.1113E-12,39.3048E-12,51.7668E-12,69.9440E-12,25.9546E-12,31.0034E-12,39.1867E-12,51.6320E-12,69.7860E-12
2.45471E3,28.3117E-12,34.2201E-12,43.6696E-12,57.8128E-12,78.0059E-12,27.2870E-12,32.5237E-12,40.9572E-12,53.7714E-12,72.3676E-12,26.9130E-12,32.0727E-12,40.3825E-12,53.0131E-12,71.4088E-12,26.6466E-12,31.7782E-12,40.0487E-12,52.6268E-12,70.9445E-12,26.4382E-12,31.5512E-12,39.7979E-12,52.3415E-12,70.6096E-12,26.2701E-12,31.3681E-12,39.5969E-12,52.1157E-12,70.3433E-12,26.1315E-12,31.2169E-12,39.4316E-12,51.9174E-12,70.1236E-12,26.0155E-12,31.0902E-12,39.2927E-12,51.7593E-12,69.9385E-12,25.9171E-12,30.9822E-12,39.1746E-12,51.6244E-12,69.7805E-12
2.51189E3,28.2730E-12,34.1971E-12,43.6557E-12,57.8028E-12,77.9958E-12,27.2516E-12,32.5034E-12,40.9453E-12,53.7635E-12,72.3608E-12,26.8775E-12,32.0525E-12,40.3708E-12,53.0056E-12,71.4027E-12,26.6108E-12,31.7580E-12,40.0370E-12,52.6193E-12,70.9388E-12,26.4022E-12,31.5308E-12,39.7861E-12,52.3341E-12,70.6040E-12,26.2339E-12,31.3476E-12,39.5852E-12,52.1083E-12,70.3378E-12,26.0951E-12,31.1963E-12,39.4198E-12,51.9100E-12,70.1181E-12,25.9790E-12,31.0695E-12,39.2808E-12,51.7519E-12,69.9332E-12,25.8803E-12,30.9614E-12,39.1627E-12,51.6170E-12,69.7752E-12
2.57040E3,28.2350E-12,34.1746E-12,43.6421E-12,57.7930E-12,77.9859E-12,27.2170E-12,32.4836E-12,40.9337E-12,53.7558E-12,72.3543E-12,26.8428E-12,32.0328E-12,40.3594E-12,52.9982E-12,71.3969E-12,26.5758E-12,31.7381E-12,40.0256E-12,52.6121E-12,70.9332E-12,26.3670E-12,31.5108E-12,39.7747E-12,52.3268E-12,70.5986E-12,26.1984E-12,31.3275E-12,39.5737E-12,52.1010E-12,70.3324E-12,26.0595E-12,31.1762E-12,39.4082E-12,51.9028E-12,70.1128E-12,25.9432E-12,31.0493E-12,39.2693E-12,51.7447E-12,69.9279E-12,25.8444E-12,30.9411E-12,39.1511E-12,51.6098E-12,69.7700E-12
2.63027E3,28.1979E-12,34.1527E-12,43.6288E-12,57.7835E-12,77.9762E-12,27.1831E-12,32.4643E-12,40.9224E-12,53.7483E-12,72.3478E-12,26.8088E-12,32.0135E-12,40.3482E-12,52.9910E-12,71.3911E-12,26.5416E-12,31.7187E-12,40.0144E-12,52.6049E-12,70.9277E-12,26.3325E-12,31.4913E-12,39.7635E-12,52.3197E-12,70.5932E-12,26.1637E-12,31.3079E-12,39.5624E-12,52.0940E-12,70.3272E-12,26.0246E-12,31.1565E-12,39.3970E-12,51.8957E-12,70.1077E-12,25.9082E-12,31.0295E-12,39.2579E-12,51.7376E-12,69.9228E-12,25.8093E-12,30.9213E-12,39.1398E-12,51.6028E-12,69.7649E-12
2.69153E3,28.1616E-12,34.1312E-12,43.6158E-12,57.7742E-12,77.9667E-12,27.1499E-12,32.4453E-12,40.9113E-12,53.7409E-12,72.3415E-12,26.7756E-12,31.9946E-12,40.3373E-12,52.9839E-12,71.3855E-12,26.5081E-12,31.6998E-12,40.0035E-12,52.5980E-12,70.9223E-12,26.2988E-12,31.4723E-12,39.7525E-12,52.3128E-12,70.5880E-12,26.1298E-12,31.2888E-12,39.5514E-12,52.0871E-12,70.3221E-12,25.9905E-12,31.1372E-12,39.3859E-12,51.8888E-12,70.1026E-12,25.8739E-12,31.0101E-12,39.2469E-12,51.7307E-12,69.9178E-12,25.7749E-12,30.9019E-12,39.1287E-12,51.5959E-12,69.7599E-12
2.75423E3,28.1261E-12,34.1102E-12,43.6031E-12,57.7651E-12,77.9574E-12,27.1175E-12,32.4268E-12,40.9004E-12,53.7337E-12,72.3354E-12,26.7431E-12,31.9761E-12,40.3266E-12,52.9770E-12,71.3800E-12,26.4754E-12,31.6812E-12,39.9928E-12,52.5912E-12,70.9171E-12,26.2658E-12,31.4536E-12,39.7418E-12,52.3061E-12,70.5829E-12,26.0966E-12,31.2700E-12,39.5407E-12,52.0803E-12,70.3171E-12,25.9571E-12,31.1184E-12,39.3752E-12,51.8821E-12,70.0977E-12,25.8404E-12,30.9912E-12,39.2361E-12,51.7240E-12,69.9129E-12,25.7412E-12,30.8829E-12,39.1178E-12,51.5891E-12,69.7550E-12
2.81838E3,28.0913E-12,34.0897E-12,43.5907E-12,57.7562E-12,77.9484E-12,27.0858E-12,32.4087E-12,40.8899E-12,53.7267E-12,72.3293E-12,26.7112E-12,31.9581E-12,40.3162E-12,52.9703E-12,71.3746E-12,26.4433E-12,31.6631E-12,39.9823E-12,52.5846E-12,70.9120E-12,26.2335E-12,31.4354E-12,39.7313E-12,52.2994E-12,70.5780E-12,26.0641E-12,31.2517E-12,39.5302E-12,52.0737E-12,70.3122E-12,25.9245E-12,31.1000E-12,39.3646E-12,51.8755E-12,70.0929E-12,25.8075E-12,30.9727E-12,39.2255E-12,51.7174E-12,69.9081E-12,25.7083E-12,30.8644E-12,39.1072E-12,51.5825E-12,69.7502E-12
2.88403E3,28.0572E-12,34.0696E-12,43.5786E-12,57.7475E-12,77.9395E-12,27.0547E-12,32.3910E-12,40.8795E-12,53.7199E-12,72.3235E-12,26.6801E-12,31.9405E-12,40.3060E-12,52.9637E-12,71.3693E-12,26.4119E-12,31.6454E-12,39.9721E-12,52.5781E-12,70.9070E-12,26.2019E-12,31.4175E-12,39.7211E-12,52.2930E-12,70.5731E-12,26.0323E-12,31.2337E-12,39.5199E-12,52.0673E-12,70.3074E-12,25.8925E-12,31.0820E-12,39.3543E-12,51.8691E-12,70.0881E-12,25.7754E-12,30.9547E-12,39.2152E-12,51.7110E-12,69.9034E-12,25.6760E-12,30.8462E-12,39.0969E-12,51.5761E-12,69.7456E-12
2.95121E3,28.0240E-12,34.0499E-12,43.5667E-12,57.7390E-12,77.9309E-12,27.0243E-12,32.3737E-12,40.8694E-12,53.7131E-12,72.3177E-12,26.6497E-12,31.9232E-12,40.2960E-12,52.9573E-12,71.3642E-12,26.3813E-12,31.6280E-12,39.9622E-12,52.5717E-12,70.9021E-12,26.1710E-12,31.4001E-12,39.7111E-12,52.2867E-12,70.5684E-12,26.0012E-12,31.2162E-12,39.5099E-12,52.0610E-12,70.3028E-12,25.8612E-12,31.0644E-12,39.3443E-12,51.8628E-12,70.0835E-12,25.7440E-12,30.9370E-12,39.2051E-12,51.7047E-12,69.8988E-12,25.6445E-12,30.8285E-12,39.0868E-12,51.5698E-12,69.7410E-12
3.01995E3,27.9914E-12,34.0307E-12,43.5551E-12,57.7307E-12,77.9225E-12,26.9946E-12,32.3568E-12,40.8595E-12,53.7066E-12,72.3121E-12,26.6199E-12,31.9064E-12,40.2863E-12,52.9510E-12,71.3592E-12,26.3512E-12,31.6111E-12,39.9524E-12,52.5655E-12,70.8974E-12,26.1408E-12,31.3831E-12,39.7013E-12,52.2805E-12,70.5637E-12,25.9708E-12,31.1991E-12,39.5001E-12,52.0548E-12,70.2982E-12,25.8307E-12,31.0472E-12,39.3344E-12,51.8566E-12,70.0790E-12,25.7133E-12,30.9197E-12,39.1952E-12,51.6985E-12,69.8944E-12,25.6137E-12,30.8111E-12,39.0769E-12,51.5636E-12,69.7366E-12
